ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
513750.SH,广发中证港股通非银ETF,港股通非银ETF,广发中证港股通非银行金融主题交易型开放式指数证券投资基金,931028.CSI,中证港股通非银行金融主题人民币指数,20231110,20231127,L,SH,广发基金,中国银行股份有限公司,0.5,纯境内
513770.SH,华宝中证港股通互联网ETF,港股互联网ETF,华宝中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,20220209,20220218,L,SH,华宝基金,中国工商银行股份有限公司,0.5,纯境内
513780.SH,景顺长城中证港股通创新药ETF,港股创新药50ETF,景顺长城中证港股通创新药交易型开放式指数证券投资基金,931250.CSI,中证港股通创新药指数,20241016,20241025,L,SH,景顺长城基金,国投证券股份有限公司,0.5,纯境内
513800.SH,南方顶峰TOPIXETF(QDII),日本东证指数ETF,南方顶峰TOPIX交易型开放式指数证券投资基金(QDII),TPX.JT,东证股价指数,20190612,20190625,L,SH,南方基金,中国工商银行股份有限公司,0.2,QDII
513810.SH,华夏中证香港内地国有企业ETF(QDII),港股国企ETF,华夏中证香港内地国有企业交易型开放式指数证券投资基金(QDII),H11153.CSI,中证香港内地国有企业指数,20230821,20230901,L,SH,华夏基金,中国银行股份有限公司,0.5,QDII
513820.SH,汇添富中证港股通高股息投资ETF,港股红利ETF基金,汇添富中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20240424,20240516,L,SH,汇添富基金,中国工商银行股份有限公司,0.5,纯境内
513830.SH,嘉实中证港股通高股息投资ETF,港股红利ETF,嘉实中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20250226,20250307,L,SH,嘉实基金,招商证券股份有限公司,0.5,纯境内
513850.SH,易方达MSCI美国50ETF(QDII),美国50ETF,易方达MSCI美国50交易型开放式指数证券投资基金(QDII),750108.MI,MSCI美国50指数,20231106,20231117,L,SH,易方达基金,中国银行股份有限公司,0.5,QDII
513860.SH,海富通中证港股通科技ETF,港股通科技ETF,海富通中证港股通科技交易型开放式指数证券投资基金,931573CNY00.CSI,中证港股通科技人民币指数,20210617,20210702,L,SH,海富通基金,中国银行股份有限公司,0.5,纯境内
513870.SH,富国纳斯达克100ETF(QDII),纳指ETF富国,富国纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20231025,20231102,L,SH,富国基金,招商银行股份有限公司,0.5,QDII
513880.SH,华安日经225ETF,日经225ETF,华安三菱日联日经225交易型开放式指数证券投资基金(QDII),N225.JT,日经225指数,20190612,20190625,L,SH,华安基金,中国银行股份有限公司,0.2,QDII
513890.SH,摩根恒生科技ETF(QDII),恒生科技HKETF,摩根恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20211217,20220121,L,SH,摩根基金,中国工商银行股份有限公司,0.5,QDII
513900.SH,华安CES港股通精选100ETF,港股通100ETF,华安CES港股通精选100交易型开放式指数证券投资基金,CES100.OTH,中华交易服务港股通精选100指数,20180427,20180525,L,SH,华安基金,中国农业银行股份有限公司,0.6,纯境内
513910.SH,华夏中证港股通央企红利ETF,港股央企红利ETF,华夏中证港股通央企红利交易型开放式指数证券投资基金,931233.CSI,中证港股通央企红利指数,20240207,20240304,L,SH,华夏基金,广发证券股份有限公司,0.5,纯境内
513920.SH,华安恒生港股通中国央企红利ETF,港股通央企红利ETF,华安恒生港股通中国央企红利交易型开放式指数证券投资基金,HSSCSOY.HI,恒生港股通中国央企红利指数,20231220,20240105,L,SH,华安基金,中信证券股份有限公司,0.5,纯境内
513950.SH,富国恒生港股通高股息低波动ETF(QDII),恒生红利ETF,富国恒生港股通高股息低波动交易型开放式指数证券投资基金(QDII),HSHYLV.HI,恒生港股通高股息低波动指数,20230419,20230428,L,SH,富国基金,中国银行股份有限公司,0.5,QDII
513960.SH,博时港股通消费ETF,博时港股通消费ETF,博时中证港股通消费主题交易型开放式指数证券投资基金,931455.CSI,中证港股通消费主题人民币指数,20220303,20220318,D,SH,博时基金,平安银行股份有限公司,0.5,纯境内
513970.SH,景顺长城恒生消费ETF(QDII),恒生消费ETF,景顺长城恒生消费交易型开放式指数证券投资基金(QDII),HSCGSI.HI,恒生消费指数,20230412,20230421,L,SH,景顺长城基金,兴业银行股份有限公司,0.5,QDII
513980.SH,景顺长城中证港股通科技ETF,港股科技50ETF,景顺长城中证港股通科技交易型开放式指数证券投资基金,931573.CSI,中证港股通科技指数,20210621,20210702,L,SH,景顺长城基金,招商银行股份有限公司,0.5,纯境内
513990.SH,招商上证港股通ETF,港股通ETF,招商上证港股通交易型开放式指数证券投资基金,H50069.CSI,上证港股通指数,20200803,20200818,L,SH,招商基金,兴业银行股份有限公司,0.2,纯境内
515000.SH,华宝中证科技龙头ETF,科技ETF,华宝中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,20190722,20190816,L,SH,华宝基金,中国工商银行股份有限公司,0.5,纯境内
515010.SH,华夏中证全指证券公司ETF,券商ETF基金,华夏中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20190917,20191107,L,SH,华夏基金,中国银行股份有限公司,0.15,纯境内
515020.SH,华夏中证银行ETF,银行ETF基金,华夏中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,20191024,20191203,L,SH,华夏基金,中国银行股份有限公司,0.15,纯境内
515030.SH,华夏中证新能源汽车ETF,新能源车ETF,华夏中证新能源汽车交易型开放式指数证券投资基金,399976.SZ,中证新能源汽车指数,20200220,20200304,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
515050.SH,华夏中证5G通信主题ETF,5G通信ETF,华夏中证5G通信主题交易型开放式指数证券投资基金,931079.CSI,中证5G通信主题指数,20190917,20191016,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
515060.SH,华夏中证全指房地产ETF,房地产ETF基金,华夏中证全指房地产交易型开放式指数证券投资基金,931775.CSI,中证全指房地产指数,20191128,20200103,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
515070.SH,华夏中证人工智能主题ETF,人工智能AIETF,华夏中证人工智能主题交易型开放式指数证券投资基金,930713.CSI,中证人工智能主题指数,20191209,20191224,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
515080.SH,招商中证红利ETF,中证红利ETF,招商中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20191128,20191227,L,SH,招商基金,上海浦东发展银行股份有限公司,0.2,纯境内
515090.SH,博时可持续发展100ETF,可持续发展ETF,博时中证可持续发展100交易型开放式指数证券投资基金,931268.CSI,中证可持续发展100指数,20200119,20200220,L,SH,博时基金,招商银行股份有限公司,0.5,纯境内
515100.SH,景顺长城中证红利低波动100ETF,红利低波100ETF,景顺长城中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,20200522,20200703,L,SH,景顺长城基金,交通银行股份有限公司,0.5,纯境内
515110.SH,易方达中证国企一带一路ETF,一带一路ETF易方达,易方达中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20191106,20200115,L,SH,易方达基金,中国建设银行股份有限公司,0.15,纯境内
515120.SH,广发创新药ETF,创新药ETF,广发中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20201203,20210104,L,SH,广发基金,中国银行股份有限公司,0.5,纯境内
515130.SH,博时沪深300ETF,沪深300ETF博时,博时沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20200403,20200511,L,SH,博时基金,中国建设银行股份有限公司,0.15,纯境内
515150.SH,富国中证国企一带一路ETF,一带一路ETF,富国中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20191106,20200115,L,SH,富国基金,中国银行股份有限公司,0.15,纯境内
515160.SH,招商MSCI中国A股国际通ETF,MSCI中国ETF招商,招商MSCI中国A股国际通交易型开放式指数证券投资基金,716567L.MI,MSCI中国A股国际通(人民币)指数(本币),20200203,20200302,L,SH,招商基金,中国银行股份有限公司,0.5,纯境内
515170.SH,华夏中证细分食品饮料产业主题ETF,食品饮料ETF,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金,000815.CSI,中证细分食品饮料产业主题指数,20201230,20210113,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
515180.SH,易方达中证红利ETF,红利ETF易方达,易方达中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20191126,20191220,L,SH,易方达基金,中国银行股份有限公司,0.15,纯境内
515190.SH,中银证券中证500ETF,中银证券500ETF,中银证券中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20200430,20200527,L,SH,中银证券,招商银行股份有限公司,0.15,纯境内
515200.SH,申万菱信中证研发创新100交易型开放式指数,创新100ETF,申万菱信中证研发创新100交易型开放式指数证券投资基金,931159.CSI,中证研发创新100指数,20191025,20191115,L,SH,申万菱信基金,中国农业银行股份有限公司,0.5,纯境内
515210.SH,国泰中证钢铁ETF,钢铁ETF,国泰中证钢铁交易型开放式指数证券投资基金,930606.CSI,中证钢铁指数,20200122,20200302,L,SH,国泰基金,招商银行股份有限公司,0.5,纯境内
515220.SH,国泰中证煤炭ETF,煤炭ETF,国泰中证煤炭交易型开放式指数证券投资基金,399998.SZ,中证煤炭指数,20200120,20200302,L,SH,国泰基金,中国工商银行股份有限公司,0.5,纯境内
515230.SH,国泰中证全指软件ETF,软件ETF,国泰中证全指软件交易型开放式指数证券投资基金,H30202.CSI,中证全指软件指数,20210203,20210302,L,SH,国泰基金,平安银行股份有限公司,0.5,纯境内
515250.SH,富国中证智能汽车主题ETF,智能汽车ETF,富国中证智能汽车主题交易型开放式指数证券投资基金,930721.CSI,中证智能汽车主题指数,20201224,20210108,L,SH,富国基金,中信建投证券股份有限公司,0.5,纯境内
515260.SH,华宝中证电子50ETF,电子ETF,华宝中证电子50交易型开放式指数证券投资基金,931461.CSI,中证电子50指数,20200717,20200731,L,SH,华宝基金,中国建设银行股份有限公司,0.5,纯境内
515280.SH,富国中证银行ETF,富国中证银行ETF,富国中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,20200401,20200417,D,SH,富国基金,中信证券股份有限公司,0.5,纯境内
515290.SH,天弘中证银行ETF,银行ETF天弘,天弘中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,20201211,20201228,L,SH,天弘基金,招商证券股份有限公司,0.5,纯境内
515300.SH,嘉实沪深300红利低波动ETF,300红利低波ETF,嘉实沪深300红利低波动交易型开放式指数证券投资基金,930740.CSI,沪深300红利低波动指数,20190808,20190919,L,SH,嘉实基金,中国工商银行股份有限公司,0.5,纯境内
515310.SH,添富沪深300ETF,沪深300指数ETF,汇添富沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191204,20191225,L,SH,汇添富基金,招商银行股份有限公司,0.15,纯境内
515320.SH,华安中证电子50ETF,电子50ETF,华安中证电子50交易型开放式指数证券投资基金,931461.CSI,中证电子50指数,20201125,20210108,L,SH,华安基金,中国银行股份有限公司,0.5,纯境内
515330.SH,天弘沪深300ETF,沪深300ETF天弘,天弘沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191205,20191226,L,SH,天弘基金,招商证券股份有限公司,0.5,纯境内
515350.SH,民生加银沪深300ETF,民生加银300ETF,民生加银沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191224,20200207,L,SH,民生加银基金,中国农业银行股份有限公司,0.15,纯境内
515360.SH,方正富邦沪深300ETF,方正沪深300ETF,方正富邦沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20190924,20191101,L,SH,方正富邦基金,中国建设银行股份有限公司,0.15,纯境内
515370.SH,华夏中证光伏产业ETF,光伏ETF华夏,华夏中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20251106,20251118,L,SH,华夏基金,招商银行股份有限公司,0.4,纯境内
515380.SH,泰康300,沪深300ETF泰康,泰康沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191227,20200323,L,SH,泰康基金,招商银行股份有限公司,0.4,纯境内
515390.SH,华安沪深300ETF,沪深300ETF指数基金,华安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191213,20200110,L,SH,华安基金,招商银行股份有限公司,0.15,纯境内
515400.SH,富国中证大数据产业ETF,大数据ETF,富国中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,20210107,20210120,L,SH,富国基金,中信证券股份有限公司,0.5,纯境内
515450.SH,南方标普中国A股大盘红利低波50ETF,红利低波50ETF,南方标普中国A股大盘红利低波50交易型开放式指数证券投资基金,SPCLLHCP.OTH,标普中国A股大盘红利低波50指数,20200117,20200226,L,SH,南方基金,中国农业银行股份有限公司,0.5,纯境内
515500.SH,海富通中证长三角领先ETF,海富通中证长三角领先ETF,海富通中证长三角领先交易型开放式指数证券投资基金,931381.CSI,中证长三角领先指数,20200813,20200918,D,SH,海富通基金,中国银行股份有限公司,0.15,纯境内
515510.SH,嘉实中证500成长估值ETF,嘉实中证500成长估值ETF,嘉实中证500成长估值交易型开放式指数证券投资基金,930938.CSI,中证500成长估值指数,20200316,20200506,D,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515520.SH,大成MSCI中国A股质优价值100ETF,大成MSCI中国A股质优价值100ETF,大成MSCI中国A股质优价值100交易型开放式指数证券投资基金,718465.MI,MSCI中国A股质优价值100指数,20190926,20191118,D,SH,大成基金,中国农业银行股份有限公司,0.5,纯境内
515530.SH,泰康500,中证500ETF泰康,泰康中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20200918,20201109,L,SH,泰康基金,招商银行股份有限公司,0.15,纯境内
515550.SH,国联中证500ETF,国联中证500ETF,国联中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20191115,20191225,L,SH,国联基金,中国光大银行股份有限公司,0.3,纯境内
515560.SH,建信中证全指证券公司ETF,证券ETF建信,建信中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200629,20200720,L,SH,建信基金,中信证券股份有限公司,0.2,纯境内
515570.SH,山证红利ETF,山证红利ETF,山西证券中证红利潜力交易型开放式指数证券投资基金,H30089.CSI,中证红利潜力指数,20200117,20200409,D,SH,山西证券,中国银行股份有限公司,0.5,纯境内
515580.SH,华泰柏瑞中证科技100ETF,科技100ETF,华泰柏瑞中证科技100交易型开放式指数证券投资基金,931187.CSI,中证科技100指数,20190927,20191028,L,SH,华泰柏瑞基金,中信证券股份有限公司,0.5,纯境内
515590.SH,前海开源中证500等权ETF,500等权ETF,前海开源中证500等权重交易型开放式指数证券投资基金,000982.SH,中证500等权重指数,20191114,20200120,L,SH,前海开源基金,中国银河证券股份有限公司,0.15,纯境内
515600.SH,广发中证央企创新驱动ETF,央企创新ETF,广发中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,20191218,L,SH,广发基金,中国工商银行股份有限公司,0.15,纯境内
515610.SH,中银800,中银800,中银中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200716,20200818,D,SH,中银基金,中信银行股份有限公司,0.45,纯境内
515620.SH,建信中证800ETF,建信中证800ETF,建信中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200417,20200525,D,SH,建信基金,中国国际金融股份有限公司,0.15,纯境内
515630.SH,保险证券,保险证券ETF,鹏华中证800证券保险交易型开放式指数证券投资基金,399966.SZ,中证800证券保险指数,20200228,20200403,L,SH,鹏华基金,中国建设银行股份有限公司,0.5,纯境内
515650.SH,富国中证消费50ETF,消费50ETF,富国中证消费50交易型开放式指数证券投资基金,931139.CSI,中证消费50指数,20191014,20191111,L,SH,富国基金,中信证券股份有限公司,0.5,纯境内
515660.SH,国联安沪深300ETF,沪深300ETF国联安,国联安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191125,20191224,L,SH,国联安基金,中国工商银行股份有限公司,0.3,纯境内
515670.SH,中银100,中银100,中银中证100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20200417,20200520,D,SH,中银基金,中信证券股份有限公司,0.45,纯境内
515680.SH,嘉实央企创新驱动ETF,央企创新ETF嘉实,嘉实中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,20191218,L,SH,嘉实基金,中国银行股份有限公司,0.15,纯境内
515690.SH,股息ETF,股息ETF,鹏华中证高股息龙头交易型开放式指数证券投资基金,931373.CSI,中证高股息龙头指数,20200320,20200513,D,SH,鹏华基金,中信证券股份有限公司,0.2,纯境内
515700.SH,平安中证新能源汽车产业ETF,新能车ETF,平安中证新能源汽车产业交易型开放式指数证券投资基金,930997.CSI,中证新能源汽车产业指数,20191231,20200210,L,SH,平安基金,招商证券股份有限公司,0.15,纯境内
515710.SH,华宝中证细分食品饮料产业主题ETF,食品ETF,华宝中证细分食品饮料产业主题交易型开放式指数证券投资基金,000815.CSI,中证细分食品饮料产业主题指数,20201224,20210107,L,SH,华宝基金,中国工商银行股份有限公司,0.5,纯境内
515720.SH,富国中证金融科技主题ETF,金融科技ETF富国,富国中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20250922,20251009,L,SH,富国基金,兴业证券股份有限公司,0.5,纯境内
515730.SH,家居家电ETF,家居家电ETF,永赢中证家居家电交易型开放式指数证券投资基金,931241.CSI,中证家居家电指数,20251114,20251125,L,SH,永赢基金,中信证券股份有限公司,0.5,纯境内
515750.SH,富国中证科技50策略ETF,科技50ETF,富国中证科技50策略交易型开放式指数证券投资基金,931186.CSI,中证科技50策略指数,20191115,20191206,L,SH,富国基金,中信建投证券股份有限公司,0.5,纯境内
515760.SH,华夏中证浙江国资创新发展ETF,浙江国资ETF,华夏中证浙江国资创新发展交易型开放式指数证券投资基金,931372.CSI,中证浙江国资创新发展指数,20200917,20201012,L,SH,华夏基金,中国农业银行股份有限公司,0.45,纯境内
515770.SH,摩根MSCI中国A股ETF,摩根MSCIAETF,摩根MSCI中国A股交易型开放式指数证券投资基金,718711L.MI,MSCI中国A股人民币指数(本币),20200513,20200619,L,SH,摩根基金,平安银行股份有限公司,0.15,纯境内
515780.SH,浦银安盛MSCI中国A股ETF,,浦银安盛MSCI中国A股交易型开放式指数证券投资基金,718711L.MI,MSCI中国A股人民币指数(本币),20200430,20200529,D,SH,浦银安盛基金,中国银行股份有限公司,0.15,纯境内
515790.SH,光伏ETF,光伏ETF,华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20201207,20201218,L,SH,华泰柏瑞基金,中国银行股份有限公司,0.5,纯境内
515800.SH,添富中证800ETF,800ETF,中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191008,20191216,L,SH,汇添富基金,平安银行股份有限公司,0.15,纯境内
515810.SH,易方达中证800ETF,中证800ETF,易方达中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191008,20191025,L,SH,易方达基金,中国建设银行股份有限公司,0.15,纯境内
515820.SH,富国中证800ETF,富国中证800ETF,富国中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200513,20200529,D,SH,富国基金,中国工商银行股份有限公司,0.15,纯境内
515830.SH,工银中证800ETF,工银中证800ETF,工银瑞信中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200601,20200717,D,SH,工银瑞信基金,兴业银行股份有限公司,0.45,纯境内
515850.SH,富国中证全指证券公司ETF,证券ETF富国,富国中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200121,20200221,L,SH,富国基金,中国建设银行股份有限公司,0.15,纯境内
515860.SH,嘉实新兴科技100ETF,科技ETF嘉实,嘉实中证新兴科技100策略交易型开放式指数证券投资基金,931165.CSI,中证新兴科技100策略指数,20190926,20191022,L,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515870.SH,嘉实先进制造100ETF,嘉实先进制造100ETF,嘉实中证先进制造100策略交易型开放式指数证券投资基金,931167.CSI,中证先进制造100策略指数,20191205,20200117,D,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515880.SH,国泰中证全指通信设备ETF,通信ETF,国泰中证全指通信设备交易型开放式指数证券投资基金,931160.CSI,中证全指通信设备指数,20190816,20190906,L,SH,国泰基金,中国工商银行股份有限公司,0.5,纯境内
515890.SH,博时中证红利ETF,红利ETF博时,博时中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20200320,20200420,L,SH,博时基金,招商银行股份有限公司,0.15,纯境内
515900.SH,博时央企创新ETF,央企创新驱动ETF,博时中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,20191218,L,SH,博时基金,招商银行股份有限公司,0.15,纯境内
515910.SH,质量ETF,质量ETF,中金MSCI中国A股国际质量交易型开放式指数证券投资基金,707717L.MI,MSCI中国A股国际公司质量指数(本币),20210121,20210226,L,SH,中金基金,招商证券股份有限公司,0.3,纯境内
515920.SH,博时智能消费ETF,智能消费ETF,博时中证智能消费主题交易型开放式指数证券投资基金,930648.CSI,中证智能消费主题指数,20201230,20210120,L,SH,博时基金,申万宏源证券有限公司,0.5,纯境内
515930.SH,永赢沪深300ETF,永赢沪深300ETF,永赢沪深300交易型开放式指数证券投资基金(已终止),000300.SH,沪深300指数,20200413,20200508,D,SH,永赢基金,中国工商银行股份有限公司,0.15,纯境内
515950.SH,富国中证医药50ETF,医药龙头ETF,富国中证医药50交易型开放式指数证券投资基金,931140.CSI,中证医药50指数,20200316,20200401,L,SH,富国基金,招商银行股份有限公司,0.5,纯境内
515960.SH,嘉实医药健康100ETF,医药ETF嘉实,嘉实中证医药健康100策略交易型开放式指数证券投资基金,931166.CSI,中证医药健康100策略指数,20200424,20200610,L,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515980.SH,华富中证人工智能产业ETF,人工智能ETF,华富中证人工智能产业交易型开放式指数证券投资基金,931071.CSI,中证人工智能产业指数,20191224,20200210,L,SH,华富基金,招商银行股份有限公司,0.5,纯境内
515990.SH,添富中证国企一带一路ETF,国企一带一路ETF,汇添富中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20191106,20200115,L,SH,汇添富基金,中国农业银行股份有限公司,0.15,纯境内
516000.SH,华夏中证大数据产业ETF,数据ETF,华夏中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,20210209,20210301,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
516010.SH,国泰中证动漫游戏ETF,游戏ETF,国泰中证动漫游戏交易型开放式指数证券投资基金,930901.CSI,中证动漫游戏指数,20210225,20210305,L,SH,国泰基金,上海浦东发展银行股份有限公司,0.5,纯境内
516020.SH,华宝化工ETF,化工ETF,华宝中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210226,20210308,L,SH,华宝基金,中国银行股份有限公司,0.5,纯境内
516050.SH,科技龙头ETF,科技龙头ETF,工银瑞信中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,20210121,20210205,L,SH,工银瑞信基金,中信证券股份有限公司,0.45,纯境内
516060.SH,创新药产业ETF,创新药产业ETF,工银瑞信中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210209,20210301,L,SH,工银瑞信基金,申万宏源证券有限公司,0.45,纯境内
516070.SH,易方达中证内地低碳经济主题ETF,低碳ETF易方达,易方达中证内地低碳经济主题交易型开放式指数证券投资基金,000977.CSI,中证内地低碳经济主题指数,20210415,20210423,L,SH,易方达基金,申万宏源证券有限公司,0.15,纯境内
516080.SH,易方达中证创新药产业ETF,创新药ETF易方达,易方达中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210203,20210223,L,SH,易方达基金,中国银行股份有限公司,0.15,纯境内
516090.SH,易方达中证新能源ETF,新能源ETF易方达,易方达中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,20210311,20210319,L,SH,易方达基金,中国建设银行股份有限公司,0.15,纯境内
516100.SH,华夏中证金融科技主题ETF,金融科技ETF华夏,华夏中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20210713,20210723,L,SH,华夏基金,兴业银行股份有限公司,0.5,纯境内
516110.SH,国泰中证800汽车与零部件ETF,汽车ETF,国泰中证800汽车与零部件交易型开放式指数证券投资基金,H30015.CSI,中证800汽车与零部件指数,20210407,20210507,L,SH,国泰基金,中信银行股份有限公司,0.5,纯境内
516120.SH,富国中证细分化工产业主题ETF,化工50ETF,富国中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210301,20210309,L,SH,富国基金,中国建设银行股份有限公司,0.5,纯境内
516130.SH,华宝消费龙头ETF,消费龙头ETF,华宝中证消费龙头交易型开放式指数证券投资基金,931068.CSI,中证消费龙头指数,20210928,20211013,L,SH,华宝基金,中国银行股份有限公司,0.5,纯境内
516150.SH,嘉实中证稀土产业ETF,稀土ETF嘉实,嘉实中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,20210309,20210317,L,SH,嘉实基金,中国建设银行股份有限公司,0.5,纯境内
516160.SH,南方中证新能源ETF,新能源ETF,南方中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,20210122,20210204,L,SH,南方基金,中国农业银行股份有限公司,0.15,纯境内
516170.SH,平安中证细分食品饮料产业主题ETF,平安中证细分食品饮料产业主题ETF,平安中证细分食品饮料产业主题交易型开放式指数证券投资基金,000815.CSI,中证细分食品饮料产业主题指数,,,P,SH,平安基金,南京银行股份有限公司,,纯境内
516180.SH,平安中证光伏产业ETF,光伏ETF基金,平安中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20210209,20210303,L,SH,平安基金,中信证券股份有限公司,0.5,纯境内
516190.SH,华夏中证文娱传媒ETF,文娱传媒ETF,华夏中证文娱传媒交易型开放式指数证券投资基金,H30365.CSI,中证文娱传媒指数,20210909,20210917,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
516200.SH,华安中证全指证券公司ETF,证券ETF指数基金,华安中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20210309,20210322,L,SH,华安基金,中国建设银行股份有限公司,0.5,纯境内
516210.SH,华安中证银行ETF,银行ETF指数基金,华安中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,20210903,20210924,L,SH,华安基金,中国银行股份有限公司,0.5,纯境内
516220.SH,国泰中证细分化工产业主题ETF,化工龙头ETF,国泰中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210302,20210310,L,SH,国泰基金,中信建投证券股份有限公司,0.5,纯境内
516250.SH,富国中证工程机械主题ETF,富国中证工程机械主题ETF,富国中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,,,P,SH,富国基金,国信证券股份有限公司,,纯境内
516260.SH,华夏中证物联网主题ETF,物联网50ETF,华夏中证物联网主题交易型开放式指数证券投资基金,930712.CSI,中证物联网主题指数,20210722,20210802,L,SH,华夏基金,中国建设银行股份有限公司,0.5,纯境内
516270.SH,华安中证内地新能源主题ETF,新能源50ETF,华安中证内地新能源主题交易型开放式指数证券投资基金,000941.CSI,中证内地新能源主题指数,20210709,20210723,L,SH,华安基金,中国银行股份有限公司,0.5,纯境内
516290.SH,汇添富中证光伏产业ETF,光伏龙头ETF,汇添富中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20210809,20210823,L,SH,汇添富基金,中国建设银行股份有限公司,0.15,纯境内
